CustomerID,Name,Age,Gender,City,States,JointDate,CustomerType,Status
CUST00065,Priya,19,M,Hyderabad,GJ,2022-03-06,Regular,Active
CUST00066,Meera,23,F,Mumbai,GJ,2022-03-07,Regular,Active
CUST00067,Neha,48,M,Mumbai,MH,2022-03-08,Regular,Active
CUST00068,Pooja,27,M,Bangalore,KA,2022-03-09,Regular,Active
CUST00069,Vikram,61,M,Kolkata,DL,2022-03-10,Regular,Active
CUST00070,Raj,38,F,Delhi,MH,2022-03-11,Regular,Active
CUST00071,Pooja,59,M,Pune,GJ,2022-03-12,Regular,Active
CUST00072,Amit,27,M,Ahmedabad,MH,2022-03-13,Regular,Active
CUST00073,Priya,40,F,Chennai,KA,2022-03-14,Regular,Active
CUST00074,Amit,20,M,Delhi,DL,2022-03-15,Regular,Active
CUST00075,Pooja,49,M,Delhi,DL,2022-03-16,Regular,Active
CUST00076,Meera,37,M,Chennai,MH,2022-03-17,Premium,Active
CUST00077,Raj,27,F,Bangalore,TN,2022-03-18,Regular,Active
CUST00078,Raj,46,F,Delhi,WB,2022-03-19,Regular,Active
CUST00079,Ankit,58,M,Chennai,DL,2022-03-20,Regular,Active
CUST00080,Raj,63,F,Pune,MH,2022-03-21,Premium,Active
CUST00081,Vikram,51,M,Hyderabad,MH,2022-03-22,Regular,Active
CUST00082,Raj,54,M,Kolkata,KA,2022-03-23,Regular,Active
CUST00083,Pooja,37,F,Kolkata,TG,2022-03-24,Premium,Active
CUST00084,Ankit,25,F,Kolkata,MH,2022-03-25,Regular,Active
CUST00085,Pooja,24,M,Bangalore,GJ,2022-03-26,Premium,Active
CUST00086,Pooja,23,F,Delhi,TG,2022-03-27,Premium,Active
CUST00087,Rahul,28,F,Ahmedabad,TN,2022-03-28,Regular,Active
CUST00088,Ankit,61,F,Delhi,TG,2022-03-29,Regular,Active
CUST00089,Pooja,35,M,Mumbai,DL,2022-03-30,Regular,Active
CUST00090,Rahul,59,M,Kolkata,KA,2022-03-31,Regular,Active
CUST00091,Rahul,46,F,Bangalore,DL,2022-04-01,Regular,Active
CUST00092,Ankit,42,M,Chennai,TG,2022-04-02,Regular,Active
CUST00093,Amit,38,M,Bangalore,WB,2022-04-03,Regular,Active
CUST00094,Meera,63,F,Ahmedabad,MH,2022-04-04,Regular,Active
CUST00095,Vikram,20,M,Delhi,GJ,2022-04-05,Regular,Active
CUST00096,Meera,35,F,Pune,TG,2022-04-06,Regular,Active
CUST00097,Raj,41,M,Pune,GJ,2022-04-07,Regular,Active
CUST00098,Vikram,64,M,Pune,WB,2022-04-08,Premium,Active
CUST00099,Raj,55,F,Kolkata,TG,2022-04-09,Premium,Active
CUST00100,Pooja,27,M,Mumbai,TN,2022-04-10,Regular,Active
CUST00101,Priya,44,F,Ahmedabad,KA,2022-04-11,Premium,Active
CUST00102,Ankit,29,M,Hyderabad,WB,2022-04-12,Regular,Active
CUST00103,Vikram,24,M,Bangalore,MH,2022-04-13,Regular,Active
CUST00104,Vikram,34,M,Mumbai,TN,2022-04-14,Premium,Active
CUST00105,Pooja,18,F,Pune,DL,2022-04-15,Regular,Active
CUST00106,Amit,43,M,Ahmedabad,TG,2022-04-16,Regular,Active
CUST00107,Rahul,32,M,Ahmedabad,KA,2022-04-17,Premium,Active
CUST00108,Pooja,50,F,Delhi,KA,2022-04-18,Premium,Active
CUST00109,Sneha,54,F,Chennai,TG,2022-04-19,Premium,Active
CUST00110,Rahul,64,M,Bangalore,MH,2022-04-20,Regular,Active
CUST00111,Ankit,48,F,Hyderabad,MH,2022-04-21,Regular,Active
CUST00112,Rahul,52,F,Delhi,MH,2022-04-22,Regular,Active
CUST00113,Amit,18,F,Kolkata,WB,2022-04-23,Regular,Active
CUST00114,Rahul,25,F,Bangalore,TG,2022-04-24,Regular,Active
CUST00115,Ankit,29,M,Ahmedabad,GJ,2022-04-25,Regular,Active
CUST00116,Amit,36,F,Mumbai,KA,2022-04-26,Premium,Active
CUST00117,Meera,42,M,Pune,MH,2022-04-27,Regular,Active
CUST00118,Vikram,49,M,Bangalore,MH,2022-04-28,Regular,Active
CUST00119,Vikram,29,M,Delhi,MH,2022-04-29,Regular,Active
CUST00120,Raj,30,F,Delhi,MH,2022-04-30,Regular,Active
CUST00121,Meera,45,F,Pune,DL,2022-05-01,Premium,Active
CUST00122,Meera,18,M,Mumbai,MH,2022-05-02,Regular,Active
CUST00123,Rahul,23,M,Hyderabad,TN,2022-05-03,Premium,Active
CUST00124,Vikram,25,F,Delhi,GJ,2022-05-04,Premium,Active
CUST00125,Ankit,21,F,Bangalore,KA,2022-05-05,Regular,Active
CUST00126,Neha,22,M,Pune,TN,2022-05-06,Regular,Active
CUST00127,Neha,42,F,Hyderabad,MH,2022-05-07,Regular,Active
CUST00128,Amit,39,F,Mumbai,MH,2022-05-08,Regular,Active
CUST00129,Vikram,45,M,Delhi,MH,2022-05-09,Regular,Active
CUST00130,Vikram,56,F,Pune,GJ,2022-05-10,Regular,Active
CUST00131,Neha,40,F,Delhi,TN,2022-05-11,Regular,Active
CUST00132,Vikram,21,M,Bangalore,DL,2022-05-12,Premium,Active
CUST00133,Rahul,21,F,Delhi,MH,2022-05-13,Regular,Active
CUST00134,Sneha,64,M,Pune,TN,2022-05-14,Regular,Active
CUST00135,Priya,38,F,Bangalore,TN,2022-05-15,Regular,Active
CUST00136,Meera,54,M,Kolkata,GJ,2022-05-16,Regular,Active
CUST00137,Raj,58,F,Pune,KA,2022-05-17,Premium,Active
CUST00138,Amit,19,M,Hyderabad,DL,2022-05-18,Regular,Active
CUST00139,Sneha,24,F,Bangalore,WB,2022-05-19,Regular,Active
CUST00140,Neha,33,F,Chennai,TN,2022-05-20,Regular,Active
CUST00141,Meera,34,F,Delhi,GJ,2022-05-21,Regular,Active
CUST00142,Vikram,37,M,Kolkata,GJ,2022-05-22,Regular,Active
CUST00143,Raj,40,F,Hyderabad,KA,2022-05-23,Regular,Active
CUST00144,Vikram,51,M,Mumbai,WB,2022-05-24,Regular,Active
CUST00145,Ankit,28,F,Chennai,GJ,2022-05-25,Regular,Active
CUST00146,Ankit,51,F,Mumbai,GJ,2022-05-26,Regular,Active
CUST00147,Raj,50,F,Pune,KA,2022-05-27,Regular,Active
CUST00148,Raj,43,F,Chennai,KA,2022-05-28,Regular,Active
CUST00149,Neha,19,F,Ahmedabad,TG,2022-05-29,Regular,Active
CUST00150,Raj,40,F,Kolkata,DL,2022-05-30,Regular,Active
CUST00151,Rahul,58,M,Hyderabad,MH,2022-05-31,Premium,Active
CUST00152,Vikram,39,M,Kolkata,DL,2022-06-01,Regular,Active
CUST00153,Sneha,51,F,Kolkata,WB,2022-06-02,Regular,Active
CUST00154,Pooja,32,F,Chennai,TG,2022-06-03,Regular,Active
CUST00155,Raj,27,F,Bangalore,GJ,2022-06-04,Regular,Active
CUST00156,Amit,32,F,Hyderabad,DL,2022-06-05,Regular,Active
CUST00157,Ankit,59,F,Mumbai,GJ,2022-06-06,Regular,Active
CUST00158,Rahul,46,M,Bangalore,MH,2022-06-07,Regular,Active
CUST00159,Meera,40,F,Bangalore,DL,2022-06-08,Regular,Active
CUST00160,Pooja,34,F,Delhi,DL,2022-06-09,Regular,Active
CUST00161,Sneha,26,M,Pune,DL,2022-06-10,Regular,Active
CUST00162,Pooja,53,M,Mumbai,TN,2022-06-11,Regular,Active
CUST00163,Raj,26,M,Chennai,TN,2022-06-12,Regular,Active
CUST00164,Neha,33,F,Pune,DL,2022-06-13,Regular,Active
CUST00165,Ankit,53,F,Ahmedabad,MH,2022-06-14,Regular,Active
CUST00166,Ankit,50,F,Delhi,GJ,2022-06-15,Regular,Active
CUST00167,Meera,48,F,Delhi,MH,2022-06-16,Regular,Active
CUST00168,Neha,23,F,Pune,MH,2022-06-17,Regular,Active
CUST00169,Vikram,27,M,Ahmedabad,MH,2022-06-18,Regular,Active
CUST00170,Priya,33,F,Kolkata,MH,2022-06-19,Regular,Active
CUST00171,Rahul,21,F,Chennai,GJ,2022-06-20,Regular,Active
CUST00172,Ankit,39,F,Bangalore,TG,2022-06-21,Regular,Active
CUST00173,Amit,30,M,Ahmedabad,TG,2022-06-22,Premium,Active
CUST00174,Ankit,33,F,Ahmedabad,KA,2022-06-23,Regular,Active
CUST00175,Pooja,46,F,Hyderabad,DL,2022-06-24,Regular,Active
CUST00176,Ankit,23,F,Bangalore,MH,2022-06-25,Regular,Active
CUST00177,Ankit,43,F,Ahmedabad,MH,2022-06-26,Regular,Active
CUST00178,Priya,28,M,Bangalore,DL,2022-06-27,Regular,Active
CUST00179,Priya,41,M,Kolkata,KA,2022-06-28,Premium,Active
CUST00180,Sneha,46,M,Bangalore,MH,2022-06-29,Regular,Active
CUST00181,Vikram,20,F,Mumbai,WB,2022-06-30,Regular,Active
CUST00182,Amit,27,M,Bangalore,WB,2022-07-01,Premium,Active
CUST00183,Ankit,18,M,Bangalore,GJ,2022-07-02,Regular,Active
CUST00184,Ankit,60,F,Ahmedabad,KA,2022-07-03,Regular,Active
CUST00185,Rahul,43,F,Ahmedabad,MH,2022-07-04,Premium,Active
CUST00186,Priya,29,M,Mumbai,WB,2022-07-05,Premium,Active
CUST00187,Amit,31,M,Kolkata,TN,2022-07-06,Regular,Active
CUST00188,Meera,42,M,Delhi,DL,2022-07-07,Regular,Active
CUST00189,Sneha,25,M,Chennai,WB,2022-07-08,Regular,Active
CUST00190,Vikram,60,F,Kolkata,GJ,2022-07-09,Regular,Active
CUST00191,Neha,21,F,Ahmedabad,TG,2022-07-10,Premium,Active
CUST00192,Vikram,45,M,Bangalore,GJ,2022-07-11,Premium,Active
CUST00193,Pooja,24,M,Delhi,TG,2022-07-12,Regular,Active
CUST00194,Ankit,27,M,Chennai,MH,2022-07-13,Regular,Active
CUST00195,Sneha,53,F,Chennai,MH,2022-07-14,Regular,Active
CUST00196,Pooja,19,F,Chennai,TN,2022-07-15,Regular,Active
CUST00197,Amit,43,F,Ahmedabad,GJ,2022-07-16,Regular,Active
CUST00198,Neha,31,M,Mumbai,DL,2022-07-17,Premium,Active
CUST00199,Priya,33,F,Mumbai,GJ,2022-07-18,Regular,Active
CUST00200,Sneha,60,M,Delhi,TN,2022-07-19,Regular,Active
CUST00201,Sneha,59,M,Bangalore,DL,2022-07-20,Regular,Active
CUST00202,Ankit,34,F,Pune,DL,2022-07-21,Regular,Active
CUST00203,Raj,63,M,Delhi,MH,2022-07-22,Regular,Active
CUST00204,Sneha,39,F,Bangalore,WB,2022-07-23,Regular,Active
CUST00205,Rahul,21,F,Kolkata,GJ,2022-07-24,Regular,Active
CUST00206,Neha,36,M,Ahmedabad,TG,2022-07-25,Premium,Active
CUST00207,Neha,19,M,Pune,KA,2022-07-26,Regular,Active
CUST00208,Rahul,56,F,Chennai,WB,2022-07-27,Regular,Active
CUST00209,Meera,26,F,Chennai,GJ,2022-07-28,Regular,Active
CUST00210,Rahul,36,F,Mumbai,MH,2022-07-29,Regular,Active
CUST00211,Rahul,33,F,Ahmedabad,MH,2022-07-30,Premium,Active
CUST00212,Neha,42,F,Pune,TN,2022-07-31,Premium,Active
CUST00213,Vikram,35,F,Kolkata,MH,2022-08-01,Regular,Active
CUST00214,Neha,40,F,Hyderabad,GJ,2022-08-02,Regular,Active
CUST00215,Raj,38,M,Kolkata,MH,2022-08-03,Premium,Active
CUST00216,Ankit,28,F,Bangalore,DL,2022-08-04,Premium,Active
CUST00217,Pooja,56,M,Kolkata,MH,2022-08-05,Regular,Active
CUST00218,Vikram,58,M,Pune,WB,2022-08-06,Regular,Active
CUST00219,Priya,21,F,Pune,GJ,2022-08-07,Regular,Active
CUST00220,Pooja,42,F,Mumbai,MH,2022-08-08,Regular,Active
CUST00221,Ankit,49,F,Bangalore,MH,2022-08-09,Regular,Active
CUST00222,Raj,47,F,Delhi,TG,2022-08-10,Regular,Active
CUST00223,Raj,62,F,Bangalore,MH,2022-08-11,Regular,Active
CUST00224,Priya,43,M,Delhi,MH,2022-08-12,Regular,Active
CUST00225,Vikram,53,M,Hyderabad,TG,2022-08-13,Regular,Active
CUST00226,Meera,51,F,Bangalore,TG,2022-08-14,Regular,Active
CUST00227,Rahul,26,F,Chennai,DL,2022-08-15,Regular,Active
CUST00228,Vikram,29,F,Hyderabad,GJ,2022-08-16,Regular,Active
CUST00229,Meera,19,F,Delhi,TG,2022-08-17,Regular,Active
CUST00230,Raj,55,M,Mumbai,DL,2022-08-18,Regular,Active
CUST00231,Neha,22,M,Hyderabad,TG,2022-08-19,Regular,Active
CUST00232,Ankit,22,M,Hyderabad,TG,2022-08-20,Regular,Active
CUST00233,Priya,39,F,Hyderabad,MH,2022-08-21,Regular,Active
CUST00234,Ankit,22,F,Delhi,MH,2022-08-22,Premium,Active
CUST00235,Amit,21,F,Ahmedabad,DL,2022-08-23,Regular,Active
CUST00236,Amit,26,M,Delhi,MH,2022-08-24,Regular,Active
CUST00237,Vikram,46,M,Bangalore,TN,2022-08-25,Regular,Active
CUST00238,Raj,39,M,Chennai,WB,2022-08-26,Regular,Active
CUST00239,Raj,44,F,Hyderabad,WB,2022-08-27,Premium,Active
CUST00240,Rahul,27,M,Bangalore,DL,2022-08-28,Premium,Active
CUST00241,Rahul,33,F,Bangalore,MH,2022-08-29,Premium,Active
CUST00242,Rahul,59,M,Chennai,MH,2022-08-30,Regular,Active
CUST00243,Neha,59,F,Ahmedabad,MH,2022-08-31,Regular,Active
CUST00244,Pooja,27,F,Bangalore,TN,2022-09-01,Regular,Active
CUST00245,Sneha,23,F,Ahmedabad,KA,2022-09-02,Regular,Active
CUST00246,Pooja,22,F,Chennai,MH,2022-09-03,Regular,Active
CUST00247,Ankit,23,M,Mumbai,DL,2022-09-04,Regular,Active
CUST00248,Pooja,64,M,Chennai,KA,2022-09-05,Premium,Active
CUST00249,Neha,42,M,Kolkata,WB,2022-09-06,Regular,Active
CUST00250,Ankit,21,F,Chennai,WB,2022-09-07,Premium,Active
CUST00251,Pooja,57,M,Chennai,MH,2022-09-08,Regular,Active
CUST00252,Neha,49,F,Pune,TN,2022-09-09,Regular,Active
CUST00253,Sneha,52,M,Kolkata,GJ,2022-09-10,Regular,Active
CUST00254,Pooja,27,M,Chennai,TN,2022-09-11,Premium,Active
CUST00255,Neha,51,F,Delhi,KA,2022-09-12,Regular,Active
CUST00256,Rahul,53,F,Ahmedabad,GJ,2022-09-13,Regular,Active
CUST00257,Raj,23,F,Pune,MH,2022-09-14,Regular,Active
CUST00258,Rahul,60,M,Bangalore,WB,2022-09-15,Regular,Active
CUST00259,Raj,63,F,Bangalore,TN,2022-09-16,Premium,Active
CUST00260,Priya,33,M,Mumbai,TN,2022-09-17,Regular,Active
CUST00261,Priya,36,M,Mumbai,GJ,2022-09-18,Regular,Active
CUST00262,Priya,51,M,Kolkata,WB,2022-09-19,Regular,Active
CUST00263,Sneha,42,F,Delhi,MH,2022-09-20,Regular,Active
CUST00264,Rahul,48,M,Mumbai,WB,2022-09-21,Premium,Active
CUST00265,Raj,58,F,Bangalore,MH,2022-09-22,Regular,Active
CUST00266,Neha,34,F,Mumbai,TG,2022-09-23,Regular,Active
CUST00267,Ankit,64,M,Mumbai,TN,2022-09-24,Regular,Active
CUST00268,Neha,47,M,Chennai,KA,2022-09-25,Regular,Active
CUST00269,Ankit,56,M,Mumbai,MH,2022-09-26,Regular,Active
CUST00270,Amit,48,M,Ahmedabad,DL,2022-09-27,Regular,Active
CUST00271,Neha,36,F,Kolkata,DL,2022-09-28,Regular,Active
CUST00272,Pooja,52,F,Ahmedabad,WB,2022-09-29,Regular,Active
CUST00273,Pooja,46,F,Bangalore,TG,2022-09-30,Regular,Active
CUST00274,Vikram,18,F,Kolkata,MH,2022-10-01,Regular,Active
CUST00275,Rahul,21,F,Pune,MH,2022-10-02,Regular,Active
CUST00276,Ankit,45,F,Kolkata,KA,2022-10-03,Regular,Active
CUST00277,Ankit,35,F,Hyderabad,MH,2022-10-04,Regular,Active
CUST00278,Rahul,43,F,Delhi,GJ,2022-10-05,Premium,Active
CUST00279,Sneha,57,F,Pune,TN,2022-10-06,Premium,Active
CUST00280,Vikram,36,M,Pune,MH,2022-10-07,Premium,Active
CUST00281,Sneha,23,M,Hyderabad,MH,2022-10-08,Regular,Active
CUST00282,Sneha,18,F,Hyderabad,KA,2022-10-09,Regular,Active
CUST00283,Sneha,25,F,Chennai,MH,2022-10-10,Regular,Active
CUST00284,Rahul,50,M,Kolkata,WB,2022-10-11,Regular,Active
CUST00285,Sneha,60,M,Delhi,DL,2022-10-12,Regular,Active
CUST00286,Pooja,38,M,Bangalore,WB,2022-10-13,Regular,Active
CUST00287,Priya,41,F,Bangalore,TN,2022-10-14,Regular,Active
CUST00288,Amit,42,M,Delhi,WB,2022-10-15,Premium,Active
CUST00289,Ankit,64,M,Pune,KA,2022-10-16,Regular,Active
CUST00290,Ankit,60,M,Kolkata,MH,2022-10-17,Regular,Active
CUST00291,Amit,36,M,Ahmedabad,KA,2022-10-18,Regular,Active
CUST00292,Rahul,46,M,Kolkata,TN,2022-10-19,Regular,Active
CUST00293,Neha,27,F,Chennai,TN,2022-10-20,Premium,Active
CUST00294,Rahul,29,M,Chennai,DL,2022-10-21,Regular,Active
CUST00295,Ankit,50,F,Hyderabad,MH,2022-10-22,Regular,Active
CUST00296,Ankit,24,M,Bangalore,DL,2022-10-23,Regular,Active
CUST00297,Amit,34,M,Chennai,WB,2022-10-24,Regular,Active
CUST00298,Sneha,27,M,Delhi,MH,2022-10-25,Regular,Active
CUST00299,Rahul,48,M,Bangalore,TN,2022-10-26,Regular,Active
CUST00300,Raj,23,M,Pune,KA,2022-10-27,Regular,Active
CUST00301,Amit,34,F,Ahmedabad,WB,2022-10-28,Regular,Active
CUST00302,Pooja,54,F,Pune,GJ,2022-10-29,Premium,Active
CUST00303,Ankit,35,F,Kolkata,DL,2022-10-30,Regular,Active
CUST00304,Amit,43,F,Bangalore,MH,2022-10-31,Regular,Active
CUST00305,Rahul,33,F,Mumbai,TG,2022-11-01,Regular,Active
CUST00306,Ankit,25,F,Bangalore,TG,2022-11-02,Regular,Active
CUST00307,Neha,41,F,Chennai,TN,2022-11-03,Regular,Active
CUST00308,Amit,30,M,Ahmedabad,MH,2022-11-04,Regular,Active
CUST00309,Vikram,46,F,Delhi,MH,2022-11-05,Regular,Active
CUST00310,Ankit,49,M,Kolkata,TG,2022-11-06,Regular,Active
CUST00311,Rahul,41,M,Kolkata,MH,2022-11-07,Regular,Active
CUST00312,Priya,33,F,Chennai,KA,2022-11-08,Regular,Active
CUST00313,Raj,28,M,Chennai,TN,2022-11-09,Premium,Active
CUST00314,Meera,49,M,Chennai,GJ,2022-11-10,Regular,Active
CUST00315,Sneha,23,F,Mumbai,TN,2022-11-11,Premium,Active
CUST00316,Meera,52,M,Delhi,WB,2022-11-12,Regular,Active
CUST00317,Rahul,50,F,Mumbai,WB,2022-11-13,Premium,Active
CUST00318,Pooja,35,M,Chennai,MH,2022-11-14,Regular,Active
CUST00319,Pooja,54,F,Delhi,MH,2022-11-15,Premium,Active
CUST00320,Priya,30,M,Pune,GJ,2022-11-16,Regular,Active
CUST00321,Sneha,27,F,Pune,TG,2022-11-17,Regular,Active
CUST00322,Vikram,54,M,Chennai,TG,2022-11-18,Premium,Active
CUST00323,Priya,43,F,Delhi,DL,2022-11-19,Regular,Active
CUST00324,Meera,63,M,Ahmedabad,GJ,2022-11-20,Regular,Active
CUST00325,Priya,34,M,Kolkata,MH,2022-11-21,Regular,Active
CUST00326,Meera,18,F,Mumbai,TG,2022-11-22,Regular,Active
CUST00327,Ankit,42,M,Hyderabad,WB,2022-11-23,Regular,Active
CUST00328,Pooja,51,F,Chennai,WB,2022-11-24,Regular,Active
CUST00329,Ankit,56,M,Chennai,GJ,2022-11-25,Regular,Active
CUST00330,Raj,27,M,Bangalore,WB,2022-11-26,Regular,Active
CUST00331,Sneha,37,F,Hyderabad,MH,2022-11-27,Regular,Active
CUST00332,Vikram,24,M,Ahmedabad,TN,2022-11-28,Regular,Active
CUST00333,Meera,33,F,Kolkata,MH,2022-11-29,Premium,Active
CUST00334,Vikram,54,M,Chennai,DL,2022-11-30,Regular,Active
CUST00335,Meera,46,M,Ahmedabad,DL,2022-12-01,Regular,Active
CUST00336,Rahul,29,M,Mumbai,WB,2022-12-02,Regular,Active
CUST00337,Priya,34,M,Kolkata,KA,2022-12-03,Regular,Active
CUST00338,Raj,37,F,Chennai,GJ,2022-12-04,Regular,Active
CUST00339,Pooja,43,F,Mumbai,MH,2022-12-05,Regular,Active
CUST00340,Meera,36,M,Bangalore,GJ,2022-12-06,Premium,Active
CUST00341,Vikram,64,M,Bangalore,TG,2022-12-07,Regular,Active
CUST00342,Raj,29,F,Pune,GJ,2022-12-08,Premium,Active
CUST00343,Neha,38,M,Mumbai,TG,2022-12-09,Regular,Active
CUST00344,Neha,59,F,Kolkata,GJ,2022-12-10,Regular,Active
CUST00345,Ankit,51,M,Mumbai,GJ,2022-12-11,Regular,Active
CUST00346,Pooja,24,M,Hyderabad,MH,2022-12-12,Premium,Active
CUST00347,Rahul,62,F,Mumbai,TN,2022-12-13,Regular,Active
CUST00348,Vikram,52,M,Bangalore,WB,2022-12-14,Regular,Active
CUST00349,Priya,32,F,Bangalore,KA,2022-12-15,Regular,Active
CUST00350,Priya,18,F,Bangalore,WB,2022-12-16,Regular,Active
CUST00351,Vikram,43,F,Hyderabad,GJ,2022-12-17,Regular,Active
CUST00352,Sneha,52,F,Chennai,GJ,2022-12-18,Regular,Active
CUST00353,Rahul,42,F,Pune,KA,2022-12-19,Regular,Active
CUST00354,Raj,59,F,Hyderabad,DL,2022-12-20,Regular,Active
CUST00355,Meera,32,M,Chennai,KA,2022-12-21,Regular,Active
CUST00356,Sneha,39,F,Hyderabad,DL,2022-12-22,Regular,Active
CUST00357,Meera,23,F,Delhi,DL,2022-12-23,Regular,Active
CUST00358,Meera,32,M,Chennai,GJ,2022-12-24,Regular,Active
CUST00359,Sneha,41,F,Kolkata,MH,2022-12-25,Premium,Active
CUST00360,Ankit,38,M,Kolkata,MH,2022-12-26,Premium,Active
CUST00361,Neha,24,F,Pune,KA,2022-12-27,Regular,Active
CUST00362,Meera,46,F,Ahmedabad,TN,2022-12-28,Premium,Active
CUST00363,Sneha,49,F,Bangalore,TN,2022-12-29,Premium,Active
CUST00364,Sneha,49,M,Hyderabad,KA,2022-12-30,Regular,Active
CUST00365,Amit,22,M,Mumbai,MH,2022-12-31,Regular,Active
CUST00366,Ankit,21,F,Bangalore,MH,2023-01-01,Regular,Active
CUST00367,Pooja,39,F,Pune,TN,2023-01-02,Regular,Active
CUST00368,Amit,35,M,Mumbai,WB,2023-01-03,Regular,Active
CUST00369,Amit,52,M,Hyderabad,TN,2023-01-04,Regular,Active
CUST00370,Vikram,34,M,Bangalore,GJ,2023-01-05,Regular,Active
CUST00371,Neha,41,F,Bangalore,MH,2023-01-06,Regular,Active
