CustomerID,BillDate,Amount,PaymentStatus,PaymentMethod,PaymentDate,Name,Age,Gender,City,States,JointDate,CustomerType,Status
CUST02687,2021-02-13,16658.71,Paid,UPI,2021-02-16,Neha,44,M,Delhi,MH,2029-05-10,Regular,Active
CUST08915,2021-09-02,17822.98,Paid,UPI,2021-09-05,Amit,18,F,Kolkata,MH,2046-05-29,Regular,Active
CUST02434,2021-10-04,5456.13,Late,Card,2021-10-14,Sneha,19,F,Pune,KA,2028-08-30,Regular,Active
CUST09421,2021-05-18,8912.06,Paid,Net Banking,2021-05-21,Ankit,30,F,Delhi,MH,2047-10-17,Premium,Active
CUST08198,2021-04-22,13137.07,Paid,Wallet,2021-04-27,Ankit,51,F,Mumbai,TG,2044-06-11,Regular,Active
CUST00026,2021-12-14,19535.46,Paid,Net Banking,2021-12-16,Ankit,48,F,Bangalore,DL,2022-01-26,Regular,Active
CUST05034,2021-10-06,8168.97,Late,Net Banking,2021-10-20,Raj,41,M,Delhi,TG,2035-10-13,Regular,Active
CUST05853,2021-05-14,2571.55,Paid,UPI,2021-05-14,Vikram,61,F,Hyderabad,KA,2038-01-09,Regular,Active
CUST04263,2021-12-26,19586.34,Paid,Net Banking,2021-12-28,Pooja,21,F,Hyderabad,GJ,2033-09-02,Regular,Active
CUST05635,2021-01-05,2164.64,Paid,Wallet,2021-01-08,Ankit,64,M,Chennai,TN,2037-06-05,Regular,Active
CUST02218,2021-08-24,16079.73,Paid,Wallet,2021-08-27,Amit,63,F,Kolkata,GJ,2028-01-27,Regular,Active
CUST09630,2021-10-23,2838.34,Paid,Card,2021-10-24,Raj,33,F,Hyderabad,MH,2048-05-13,Regular,Active
CUST06931,2021-01-17,9496.04,Late,Net Banking,2021-01-29,Amit,32,M,Chennai,WB,2040-12-22,Regular,Active
CUST05575,2021-04-16,4107.81,Late,UPI,2021-05-02,Ankit,54,M,Mumbai,TN,2037-04-06,Regular,Active
CUST09232,2021-10-16,14494.14,Paid,Wallet,2021-10-21,Sneha,18,F,Chennai,GJ,2047-04-11,Regular,Active
CUST07420,2021-05-01,5153.4,Late,UPI,2021-05-13,Vikram,64,M,Mumbai,WB,2042-04-25,Regular,Active
CUST08004,2021-12-28,5140.29,Paid,Net Banking,2022-01-02,Pooja,50,F,Bangalore,TN,2043-11-30,Regular,Active
CUST05615,2021-11-06,4984.03,Late,Net Banking,2021-11-12,Priya,52,F,Ahmedabad,MH,2037-05-16,Regular,Active
CUST03536,2021-11-12,2678.21,Paid,Wallet,2021-11-12,Neha,26,M,Chennai,WB,2031-09-06,Regular,Active
CUST08907,2021-06-04,10936.88,Paid,Net Banking,2021-06-06,Meera,26,F,Ahmedabad,TG,2046-05-21,Premium,Active
CUST09198,2021-01-21,7338.74,Paid,UPI,2021-01-25,Raj,49,F,Ahmedabad,DL,2047-03-08,Regular,Active
CUST08122,2021-04-18,12553.46,Paid,Card,2021-04-20,Meera,47,F,Kolkata,WB,2044-03-27,Regular,Active
CUST03876,2021-03-10,11203.09,Paid,Card,2021-03-12,Meera,33,F,Pune,KA,2032-08-11,Regular,Active
CUST07494,2021-11-10,8785.4,Paid,Net Banking,2021-11-15,Vikram,31,M,Chennai,GJ,2042-07-08,Premium,Active
CUST02488,2021-06-22,3332.11,Paid,Wallet,2021-06-25,Rahul,37,M,Chennai,KA,2028-10-23,Regular,Active
CUST08042,2021-06-06,15406.51,Paid,UPI,2021-06-07,Vikram,48,M,Bangalore,TN,2044-01-07,Regular,Active
CUST05494,2021-01-23,10325.66,Paid,Wallet,2021-01-23,Raj,51,F,Bangalore,GJ,2037-01-15,Regular,Active
CUST05229,2021-04-28,804.6,Paid,Wallet,2021-05-01,Amit,43,F,Mumbai,DL,2036-04-25,Regular,Active
CUST08315,2021-03-10,12377.66,Paid,Card,2021-03-14,Amit,51,F,Kolkata,WB,2044-10-06,Regular,Active
CUST01631,2021-01-10,13112.49,Paid,UPI,2021-01-10,Vikram,23,M,Chennai,TN,2026-06-19,Regular,Active
CUST07786,2021-09-15,2454.69,Paid,Wallet,2021-09-20,Amit,18,M,Pune,DL,2043-04-26,Regular,Active
CUST00042,2021-06-24,13255.69,Paid,Card,2021-06-25,Priya,42,F,Chennai,MH,2022-02-11,Regular,Active
CUST03492,2021-09-26,4108.01,Paid,Net Banking,2021-09-29,Ankit,50,M,Pune,DL,2031-07-24,Regular,Active
CUST00498,2021-06-19,9316.44,Missed,Net Banking,,Vikram,59,M,Delhi,WB,2023-05-13,Regular,Active
CUST08110,2021-04-24,19358.36,Paid,Card,2021-04-24,Sneha,53,F,Hyderabad,MH,2044-03-15,Regular,Active
CUST02055,2021-04-26,16583.99,Late,Net Banking,2021-05-02,Raj,24,M,Chennai,MH,2027-08-17,Regular,Active
CUST05887,2021-02-17,16231.66,Late,UPI,2021-03-01,Neha,21,F,Ahmedabad,GJ,2038-02-12,Regular,Active
CUST04923,2021-04-16,2032.98,Paid,Net Banking,2021-04-19,Meera,33,F,Hyderabad,TN,2035-06-24,Regular,Active
CUST08671,2021-08-15,12337.22,Paid,Net Banking,2021-08-19,Meera,52,M,Delhi,MH,2045-09-27,Regular,Active
CUST06797,2021-01-23,16399.66,Late,Card,2021-02-10,Sneha,53,M,Mumbai,DL,2040-08-10,Premium,Active
CUST05178,2021-09-07,6807.43,Paid,Net Banking,2021-09-10,Raj,19,M,Kolkata,DL,2036-03-05,Premium,Active
CUST03108,2021-08-27,2103.72,Paid,Card,2021-08-27,Rahul,30,M,Mumbai,WB,2030-07-05,Regular,Active
CUST00874,2021-02-16,15290.05,Paid,UPI,2021-02-20,Ankit,22,M,Pune,MH,2024-05-23,Regular,Active
CUST05865,2021-12-19,10937.67,Paid,Wallet,2021-12-23,Amit,19,M,Pune,TG,2038-01-21,Regular,Active
CUST04148,2021-01-26,19195.71,Paid,Card,2021-01-30,Raj,52,M,Delhi,WB,2033-05-10,Regular,Active
CUST01209,2021-09-14,2281.35,Paid,Net Banking,2021-09-17,Raj,37,F,Mumbai,DL,2025-04-23,Regular,Active
CUST01894,2021-09-06,13534.89,Paid,Net Banking,2021-09-08,Meera,58,F,Delhi,DL,2027-03-09,Regular,Active
CUST04832,2021-09-17,14891.73,Paid,UPI,2021-09-19,Priya,44,M,Chennai,MH,2035-03-25,Regular,Active
CUST01170,2021-06-09,3763.03,Paid,Wallet,2021-06-11,Meera,31,F,Ahmedabad,TG,2025-03-15,Regular,Active
CUST03495,2021-06-22,16296.19,Paid,Card,2021-06-22,Neha,55,M,Hyderabad,TG,2031-07-27,Regular,Active
CUST07845,2021-09-19,1506.73,Late,UPI,2021-09-27,Neha,44,M,Ahmedabad,DL,2043-06-24,Regular,Active
CUST03189,2021-11-06,17322.87,Late,Net Banking,2021-11-16,Pooja,34,M,Pune,TG,2030-09-24,Regular,Active
CUST04731,2021-10-24,6808.65,Paid,UPI,2021-10-25,Meera,47,F,Kolkata,KA,2034-12-14,Regular,Active
CUST02168,2021-07-07,17823.48,Late,UPI,2021-07-27,Pooja,62,M,Mumbai,MH,2027-12-08,Regular,Active
CUST07290,2021-01-07,15348.61,Late,Card,2021-01-13,Priya,19,F,Mumbai,TG,2041-12-16,Regular,Active
CUST06703,2021-06-25,2568.69,Paid,UPI,2021-06-26,Sneha,59,F,Bangalore,MH,2040-05-08,Regular,Active
CUST07419,2021-04-16,8700.9,Paid,Net Banking,2021-04-20,Rahul,61,M,Chennai,TG,2042-04-24,Regular,Active
CUST06553,2021-11-30,8206.43,Paid,UPI,2021-12-03,Sneha,64,M,Hyderabad,MH,2039-12-10,Regular,Active
CUST04154,2021-01-08,6656.11,Late,Net Banking,2021-01-28,Raj,49,F,Mumbai,GJ,2033-05-16,Regular,Active
CUST06965,2021-01-21,12469.51,Missed,UPI,,Meera,19,M,Kolkata,KA,2041-01-25,Premium,Active
CUST02475,2021-09-07,17762.59,Late,UPI,2021-09-27,Ankit,62,F,Ahmedabad,TG,2028-10-10,Regular,Active
CUST03703,2021-04-14,11295.73,Paid,Net Banking,2021-04-18,Neha,38,F,Chennai,MH,2032-02-20,Regular,Active
CUST04885,2021-03-30,17281.55,Paid,Card,2021-03-31,Vikram,33,M,Mumbai,KA,2035-05-17,Premium,Active
CUST04339,2021-11-24,13604.32,Paid,UPI,2021-11-28,Meera,62,F,Bangalore,KA,2033-11-17,Regular,Active
CUST02964,2021-10-23,12187.99,Late,Net Banking,2021-11-10,Ankit,63,F,Bangalore,TG,2030-02-11,Regular,Active
